,shortName,sector,industry,country,market,2022-07-18 00:00:00,2022-07-19 00:00:00,2022-07-20 00:00:00,2022-07-21 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,2022-07-26 00:00:00,2022-07-27 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,2022-08-02 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,2022-08-09 00:00:00,2022-08-10 00:00:00,2022-08-11 00:00:00,2022-08-12 00:00:00,2022-08-15 00:00:00,2022-08-16 00:00:00,2022-08-17 00:00:00,2022-08-18 00:00:00
31,NICE Ltd,Technology,Software—Application,Israel,us_market,198.85000610351562,203.10000610351562,211.5,212.83999633789062,208.6699981689453,207.0,200.17999267578125,206.5399932861328,209.3300018310547,214.02000427246094,217.3800048828125,217.72000122070312,221.16000366210938,221.33999633789062,221.05999755859375,223.94000244140625,218.75,228.72999572753906,223.99000549316406,231.2100067138672,232.05999755859375,226.0399932861328,228.5399932861328,
32,Denbury Inc.,Energy,Oil & Gas E&P,United States,us_market,59.88999938964844,60.4900016784668,62.720001220703125,61.06999969482422,59.189998626708984,62.45000076293945,61.95000076293945,63.630001068115234,70.0,71.91000366210938,69.37999725341797,70.75,71.51000213623047,72.7300033569336,74.98999786376953,76.61000061035156,77.43000030517578,78.16000366210938,78.94000244140625,80.23999786376953,77.58999633789062,78.9000015258789,88.72000122070312,
33,ADYEN,Technology,Software—Infrastructure,Netherlands,nl_market,1550.0,1577.800048828125,1596.199951171875,1662.4000244140625,1622.0,1654.199951171875,1561.5999755859375,1673.0,1705.0,1745.0,1758.5999755859375,1750.0,1790.5999755859375,1806.0,1747.800048828125,1820.0,1784.5999755859375,1850.0,1849.800048828125,1846.199951171875,1862.0,1788.4000244140625,1807.0,1606.800048828125
34,NVIDIA Corporation,Technology,Semiconductors,United States,us_market,161.00999450683594,169.9199981689453,178.07000732421875,180.5,173.19000244140625,170.24000549316406,165.3300018310547,177.89999389648438,179.83999633789062,181.6300048828125,184.41000366210938,185.25999450683594,188.92999267578125,192.14999389648438,189.88999938964844,177.92999267578125,170.86000061035156,180.97000122070312,179.4199981689453,187.08999633789062,190.32000732421875,188.7899932861328,183.35000610351562,
35,"GoodRx Holdings, Inc.",Healthcare,Health Information Services,United States,us_market,6.420000076293945,6.949999809265137,7.099999904632568,7.099999904632568,6.619999885559082,6.610000133514404,6.239999771118164,6.340000152587891,6.21999979019165,6.230000019073486,6.289999961853027,6.079999923706055,6.5,6.619999885559082,7.070000171661377,7.760000228881836,7.809999942779541,7.409999847412109,7.599999904632568,7.360000133514404,7.210000038146973,7.309999942779541,6.440000057220459,
36,"Cano Health, Inc.",Healthcare,Medical Care Facilities,United States,us_market,5.550000190734863,5.860000133514404,5.710000038146973,6.5,6.53000020980835,6.349999904632568,6.230000019073486,6.239999771118164,6.349999904632568,6.090000152587891,6.139999866485596,6.420000076293945,6.519999980926514,6.110000133514404,6.139999866485596,6.059999942779541,5.460000038146973,4.739999771118164,4.929999828338623,5.119999885559082,4.800000190734863,4.690000057220459,5.210000038146973,
37,Canadian Solar Inc.,Technology,Solar,Canada,us_market,30.15999984741211,30.760000228881836,31.940000534057617,31.479999542236328,32.20000076293945,33.54999923706055,32.25,34.060001373291016,36.0,36.88999938964844,35.810001373291016,36.619998931884766,36.27000045776367,37.31999969482422,38.66999816894531,39.119998931884766,39.849998474121094,41.91999816894531,40.95000076293945,41.900001525878906,41.400001525878906,39.93000030517578,39.22999954223633,
38,"Teladoc Health, Inc.",Healthcare,Health Information Services,United States,us_market,39.5,41.150001525878906,43.20000076293945,43.65999984741211,41.18000030517578,42.08000183105469,40.189998626708984,43.2400016784668,35.599998474121094,36.849998474121094,36.810001373291016,36.91999816894531,38.5,37.459999084472656,37.47999954223633,38.790000915527344,35.40999984741211,37.790000915527344,37.9900016784668,40.31999969482422,40.93000030517578,39.45000076293945,35.95000076293945,
39,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,United States,us_market,23.136558532714844,23.875808715820312,24.55512046813965,23.725961685180664,22.816883087158203,24.97469711303711,24.305374145507812,25.354310989379883,24.67500114440918,24.579999923706055,24.25,22.920000076293945,22.079999923706055,20.219999313354492,21.25,21.6200008392334,21.09000015258789,20.790000915527344,20.790000915527344,20.959999084472656,19.979999542236328,19.700000762939453,21.459999084472656,
40,COSCO SHIPPING ENGY TPT CO LTD,Industrials,Marine Shipping,China,us_market,0.6449999809265137,0.6449999809265137,0.6449999809265137,0.6449999809265137,0.6449999809265137,0.6449999809265137,0.753000020980835,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7099999785423279,0.7639999985694885,0.8299999833106995,
41,"Applied DNA Sciences, Inc.",Healthcare,Diagnostics & Research,United States,us_market,0.8199999928474426,0.7599999904632568,0.7300000190734863,0.6899999976158142,0.7599999904632568,0.6800000071525574,0.6899999976158142,0.699999988079071,0.699999988079071,0.7099999785423279,0.6800000071525574,2.799999952316284,4.099999904632568,5.739999771118164,5.829999923706055,4.869999885559082,4.96999979019165,4.610000133514404,4.519999980926514,3.700000047683716,3.430000066757202,3.3299999237060547,3.7100000381469727,
42,Global-E Online Ltd.,Consumer Cyclical,Internet Retail,Israel,us_market,22.809999465942383,23.489999771118164,24.799999237060547,25.510000228881836,23.31999969482422,22.75,21.510000228881836,23.09000015258789,23.489999771118164,22.760000228881836,24.299999237060547,25.0,26.309999465942383,26.81999969482422,27.229999542236328,27.84000015258789,27.020000457763672,28.950000762939453,26.850000381469727,27.09000015258789,27.34000015258789,34.0,36.68000030517578,
